id,Attribute,Year
10288,Comedy,2006
10288,Romance,2006
10288,Horror,2006
12183,Drama,2005
12183,Comedy,2005
12183,Romance,2005
44147,Action,2010
44147,Comedy,2010
12192,Crime,2008
12192,Thriller,2008
12192,Horror,2008
36597,Drama,2009
13197,Action,2006
13197,Crime,2006
13197,Drama,2006
13197,Thriller,2006
13197,Mystery,2006
10913,Crime,2005
10913,Drama,2005
10913,Comedy,2005
10913,Romance,2005
251321,Drama,2014
149,Science Fiction,1988
149,Animation,1988
10425,Action,2007
10425,Crime,2007
10425,Drama,2007
10425,Thriller,2007
49081,Drama,2005
256687,Action,2014
256687,Drama,2014
256687,Thriller,2014
220488,Comedy,2013
220488,Romance,2013
1544,Drama,2005
1544,Comedy,2005
1544,Romance,2005
374461,Drama,2016
302,Crime,2003
302,Thriller,2003
182873,Action,2013
182873,Drama,2013
21512,Action,1989
21512,Adventure,1989
21512,Science Fiction,1989
389425,Action,2016
389425,Crime,2016
389425,Thriller,2016
403,Drama,1989
403,Comedy,1989
29461,Drama,1997
29461,Comedy,1997
33542,Action,1995
33542,Crime,1995
33542,Thriller,1995
33542,Comedy,1995
283708,Drama,2014
283708,War,2014
9388,Drama,2005
9388,Comedy,2005
1691,Horror,2007
24684,Drama,2009
24684,Romance,2009
2610,Drama,2005
2610,Comedy,2005
2610,Romance,2005
11308,Drama,1984
11308,Comedy,1984
11022,Action,2002
11022,Crime,2002
11022,Drama,2002
11022,Thriller,2002
34341,Comedy,2002
15365,Action,2008
15365,Crime,2008
15365,Adventure,2008
15365,Comedy,2008
36046,Drama,2004
36046,Romance,2004
12569,Comedy,2009
24356,Drama,2003
24356,Music,2003
55903,Crime,2001
55903,Drama,2001
55903,Thriller,2001
55903,Foreign,2001
2577,Drama,2003
2577,Science Fiction,2003
2577,Thriller,2003
2577,Romance,2003
103903,Comedy,2012
73873,Drama,2011
312113,Action,2012
312113,Crime,2012
312113,Drama,2012
14165,Family,2007
14165,Comedy,2007
14165,Romance,2007
2011,Drama,2007
2011,Animation,2007
45650,Fantasy,2009
45650,Adventure,2009
45650,Thriller,2009
7735,Drama,2008
7735,Thriller,2008
301365,Thriller,2016
301365,Horror,2016
25941,Action,2009
25941,Crime,2009
25941,Drama,2009
25941,Thriller,2009
29064,Thriller,1999
29064,Horror,1999
7326,Drama,2007
7326,Comedy,2007
7326,Romance,2007
326284,Action,2015
681,Action,1971
681,Adventure,1971
681,Thriller,1971
238,Crime,1972
238,Drama,1972
535,Drama,1983
535,Romance,1983
535,Music,1983
19913,Drama,2009
19913,Comedy,2009
19913,Romance,2009
713,Drama,1993
713,Romance,1993
77930,Drama,2012
77930,Comedy,2012
10727,Thriller,2003
10727,Horror,2003
253,Action,1973
253,Adventure,1973
253,Thriller,1973
17908,Family,2000
17908,Drama,2000
17908,Comedy,2000
8390,Comedy,2008
8390,Romance,2008
57119,Comedy,2011
3291,Drama,2005
3291,History,2005
398,Crime,2005
398,Drama,2005
8068,Action,1995
8068,Crime,1995
8068,Thriller,1995
10803,Action,1976
10803,Adventure,1976
10803,Science Fiction,1976
10803,Romance,1976
682,Action,1974
682,Adventure,1974
682,Thriller,1974
10117,Action,1988
10117,Crime,1988
10117,Adventure,1988
10117,Drama,1988
10117,Comedy,1988
9392,Adventure,2005
9392,Horror,2005
24977,Documentary,2000
79316,Horror,2014
2074,Comedy,1996
2074,Romance,1996
1696,Crime,2005
1696,Drama,2005
1696,Horror,2005
308639,Crime,2015
308639,Drama,2015
308639,Comedy,2015
22314,Action,1999
22314,Crime,1999
22314,Drama,1999
22314,Thriller,1999
2662,Horror,2003
77156,Action,1978
77156,Science Fiction,1978
77156,Thriller,1978
77156,Horror,1978
12573,Drama,2009
12573,Comedy,2009
44718,Drama,2010
44718,Comedy,2010
44718,Mystery,2010
11342,Fantasy,1989
11342,Adventure,1989
11342,Comedy,1989
11342,Horror,1989
241771,Drama,2014
241771,Romance,2014
34653,Drama,2009
34653,Romance,2009
11051,Drama,1988
14578,Drama,1999
14578,Comedy,1999
14578,Romance,1999
57825,Drama,2004
57825,Comedy,2004
57825,Romance,2004
57825,Music,2004
9555,Action,2002
9555,Adventure,2002
9555,Drama,2002
9555,History,2002
15581,Comedy,2007
13006,Action,1992
13006,Crime,1992
13006,Science Fiction,1992
13006,Thriller,1992
13006,Horror,1992
16651,Action,2001
16651,Adventure,2001
16651,Family,2001
16651,Drama,2001
4251,Drama,2004
4251,Romance,2004
12400,Drama,2008
39053,Drama,2010
39053,Comedy,2010
39053,Romance,2010
104896,Family,1999
104896,Drama,1999
14112,Crime,2002
14112,Drama,2002
12271,Drama,2006
71859,Drama,2011
71859,Thriller,2011
226354,Family,2013
226354,Drama,2013
48620,Action,2009
48620,Drama,2009
33676,Comedy,1983
37080,Drama,2009
37080,Romance,2009
25388,Action,1977
25388,Adventure,1977
25388,Drama,1977
25388,War,1977
11687,Fantasy,1993
11687,Science Fiction,1993
11687,Comedy,1993
39210,Drama,2010
39210,Comedy,2010
30128,Drama,2009
30128,Comedy,2009
31535,Comedy,1998
44835,Drama,2010
192134,Crime,2013
192134,Drama,2013
192134,Comedy,2013
1956,Adventure,2002
1956,Drama,2002
1956,Mystery,2002
24985,Drama,2002
24985,Romance,2002
306745,Drama,2015
306745,Romance,2015
47088,Comedy,2010
110402,Drama,2013
110402,Science Fiction,2013
27004,Crime,2010
27004,Thriller,2010
27004,Comedy,2010
15013,Drama,2005
8374,Action,1999
8374,Crime,1999
8374,Thriller,1999
277519,Crime,2014
277519,Thriller,2014
78381,Thriller,2011
78381,Horror,2011
164372,Fantasy,2012
164372,Animation,2012
294512,Adventure,2014
294512,Family,2014
294512,Comedy,2014
294512,Animation,2014
8879,Romance,1985
8879,Western,1985
13001,Adventure,2008
13001,Science Fiction,2008
9571,Drama,1993
9571,Comedy,1993
13649,Family,2007
13649,Drama,2007
13649,Comedy,2007
13649,Music,2007
325373,Drama,2016
325373,Romance,2016
334527,Crime,2015
334527,Drama,2015
334527,Thriller,2015
2211,Drama,1999
2211,Romance,1999
2211,History,1999
13919,Drama,2005
13919,Comedy,2005
14576,Action,2003
14576,Crime,2003
14576,Thriller,2003
82505,Thriller,2012
82505,Horror,2012
46738,Drama,2010
46738,War,2010
46738,Mystery,2010
38970,Drama,2003
38970,Comedy,2003
38970,Romance,2003
41009,Action,2009
41009,Crime,2009
41009,Drama,2009
41009,Comedy,2009
7347,Action,2007
7347,Crime,2007
7347,Drama,2007
250546,Horror,2014
38415,Drama,2009
38415,Comedy,2009
38415,Romance,2009
38415,Foreign,2009
650,Crime,1991
650,Drama,1991
16620,Drama,1987
16620,Music,1987
25113,Drama,1981
25113,Comedy,1981
25113,Romance,1981
11033,Thriller,1980
11033,Horror,1980
11033,Mystery,1980
34723,Action,1993
34723,Adventure,1993
34723,Family,1993
34723,Drama,1993
9430,Crime,1999
9430,Thriller,1999
9430,Comedy,1999
8998,Drama,2006
8998,Comedy,2006
8998,Romance,2006
10514,Science Fiction,1971
10514,Thriller,1971
10496,Thriller,1999
10496,Horror,1999
1591,Drama,2001
76025,Drama,2011
4836,Crime,2004
4836,Drama,2004
4836,Thriller,2004
14631,Drama,2005
87499,Drama,2013
87499,Thriller,2013
18923,Drama,2004
18923,Romance,2004
26665,Drama,2000
26665,Comedy,2000
26665,Foreign,2000
28089,Drama,2009
28089,History,2009
62255,Action,2010
62255,Adventure,2010
62255,Drama,2010
62255,Thriller,2010
5708,Drama,2007
218,Action,1984
218,Science Fiction,1984
218,Thriller,1984
338,Drama,2003
338,Comedy,2003
338,Romance,2003
21641,Drama,2009
10925,Comedy,1985
10925,Horror,1985
2293,Comedy,1995
2293,Romance,1995
621,Romance,1978
792,Action,1986
792,Drama,1986
792,War,1986
1777,Documentary,2004
642,Crime,1969
642,Drama,1969
642,Western,1969
642,History,1969
433,Fantasy,1964
433,Family,1964
433,Comedy,1964
16619,Drama,1980
1725,Crime,1961
1725,Drama,1961
1725,Music,1961
11977,Comedy,1980
20322,Drama,2001
20322,Comedy,2001
20322,Romance,2001
16158,Drama,1999
16158,Comedy,1999
16158,Romance,1999
629,Crime,1995
629,Drama,1995
629,Thriller,1995
10160,Thriller,1989
10160,Horror,1989
11452,Comedy,2002
11452,Romance,2002
12163,Drama,2008
12163,Romance,2008
32275,Western,1946
13785,Comedy,2000
1103,Action,1981
1103,Science Fiction,1981
36739,Drama,1988
36739,Comedy,1988
14144,Family,2007
14144,Comedy,2007
10622,Action,1997
10622,Crime,1997
10622,Comedy,1997
13370,Comedy,2003
13370,Music,2003
11191,Drama,1988
11191,Comedy,1988
11191,Romance,1988
10215,Fantasy,1998
10215,Drama,1998
10215,Comedy,1998
10215,Romance,1998
25066,Crime,1995
25066,Thriller,1995
25066,Horror,1995
1523,Drama,2006
11361,Thriller,1989
11361,Horror,1989
92591,Crime,2012
92591,Drama,2012
92591,Comedy,2012
57612,Documentary,2008
12509,Drama,2000
12509,Romance,2000
15256,Drama,1999
15256,Comedy,1999
15256,Romance,1999
83686,Drama,2012
83686,Thriller,2012
80304,Comedy,2012
80304,Western,2012
28053,Drama,2009
28053,Comedy,2009
67913,Action,2011
67913,Crime,2011
67913,Thriller,2011
67913,Comedy,2011
13991,Comedy,2008
1443,Drama,1999
1443,Romance,1999
8545,Drama,1998
8545,Comedy,1998
19556,Comedy,2009
19556,Romance,2009
231576,Drama,2014
231576,Comedy,2014
16172,Comedy,1999
13403,Comedy,2001
13403,Music,2001
15797,Action,1993
347764,Drama,2015
347764,Thriller,2015
347764,Horror,2015
347764,Mystery,2015
13537,Drama,2003
13537,History,2003
20794,Crime,2001
20794,Thriller,2001
20794,Comedy,2001
31064,Drama,2001
31064,Thriller,2001
576,Adventure,1969
576,Western,1969
13990,Drama,2008
11583,Crime,1979
11583,Adventure,1979
11583,Drama,1979
11583,Thriller,1979
18602,Drama,2002
27549,Action,1991
27549,Fantasy,1991
27549,Adventure,1991
27549,Science Fiction,1991
59728,Drama,2011
10930,Drama,2003
32395,Drama,2009
58882,Drama,2011
58882,History,2011
7547,Drama,2006
7547,Romance,2006
35944,Action,2001
35944,Comedy,2001
42222,Drama,1977
13827,Comedy,2008
44260,Documentary,2006
9282,Crime,2003
9282,Drama,2003
9282,Thriller,2003
38940,Action,1994
38940,Thriller,1994
35689,Crime,2009
35689,Thriller,2009
35689,Mystery,2009
97614,Crime,2012
97614,Drama,2012
97614,Thriller,2012
37206,Family,2009
37206,Drama,2009
58626,Action,2011
58626,Thriller,2011
183894,Drama,2009
183894,Comedy,2009
183894,Romance,2009
837,Science Fiction,1983
837,Horror,1983
837,Mystery,1983
1555,Drama,2002
1555,Comedy,2002
1555,Romance,2002
244783,Drama,2014
16564,Drama,2008
16564,History,2008
16564,War,2008
168027,Comedy,2012
3482,Action,1964
3482,Drama,1964
3482,Thriller,1964
3482,War,1964
135595,Drama,2012
135595,Thriller,2012
8982,Action,2005
8982,Crime,2005
8982,Drama,2005
8982,Thriller,2005
89861,Comedy,1998
455,Drama,2002
455,Comedy,2002
455,Romance,2002
57022,Drama,2002
14351,Action,2006
14351,Adventure,2006
14351,Drama,2006
147767,Action,2012
147767,Comedy,2012
10664,Thriller,2009
10664,Horror,2009
55567,Family,2010
55567,Comedy,2010
55567,Music,2010
9277,Crime,1973
9277,Drama,1973
9277,Comedy,1973
9443,Drama,1981
9443,History,1981
16186,Drama,2005
16186,Comedy,2005
16186,Romance,2005
7863,Drama,1996
138697,Drama,2013
138697,Comedy,2013
138697,Romance,2013
11901,Western,1973
1548,Drama,2001
1548,Comedy,2001
11889,Drama,2001
11889,Romance,2001
33155,Science Fiction,1980
33155,Comedy,1980
5528,Drama,2004
321,Comedy,2003
321,Romance,2003
4997,Crime,2003
4997,Drama,2003
4997,Thriller,2003
4997,Mystery,2003
925,Drama,1989
27451,Drama,2001
73532,Drama,2011
73532,Comedy,2011
979,Crime,2002
979,Drama,2002
979,Thriller,2002
979,Mystery,2002
193722,Drama,2013
193722,Comedy,2013
7913,Drama,2006
253253,Drama,2014
51995,Action,2011
51995,Drama,2011
51995,Thriller,2011
51995,Comedy,2011
13173,Comedy,2007
22908,Drama,1999
22908,Comedy,1999
22908,Foreign,1999
70670,Crime,2011
70670,Thriller,2011
84204,Science Fiction,2012
84204,Thriller,2012
84204,Comedy,2012
84204,Horror,2012
25248,Drama,2004
25248,Comedy,2004
230266,Drama,2014
16633,Fantasy,1980
16633,Drama,1980
16633,Science Fiction,1980
16633,Romance,1980
63006,Action,2011
63006,Crime,2011
63006,Drama,2011
63006,Foreign,2011
91586,Thriller,2013
91586,Horror,2013
215,Horror,2005
333371,Drama,2016
333371,Science Fiction,2016
333371,Thriller,2016
9012,Comedy,2002
9012,Documentary,2002
345911,Thriller,2016
345911,Horror,2016
72571,Horror,2011
242512,Horror,2014
10072,Thriller,1987
10072,Horror,1987
211954,Drama,2013
211954,Comedy,2013
82990,Horror,2012
29912,Drama,1953
11843,Comedy,1975
11284,Thriller,1991
11284,Comedy,1991
11284,Horror,1991
504,Crime,2003
504,Drama,2003
173,Adventure,1954
173,Drama,1954
173,Science Fiction,1954
227348,Thriller,2014
227348,Horror,2014
1955,Drama,1980
1955,History,1980
152532,Drama,2013
152532,History,2013
243940,Thriller,2015
243940,Horror,2015
77,Thriller,2000
77,Mystery,2000
157547,Horror,2013
2295,Comedy,2006
71,Drama,2000
71,Comedy,2000
71,Music,2000
147773,Drama,2013
147773,Comedy,2013
16096,Comedy,1991
24266,Action,1982
24266,Family,1982
24266,Drama,1982
24266,Romance,1982
24266,Western,1982
16508,Family,1999
16508,Comedy,1999
16508,Animation,1999
2895,Drama,1997
15660,Drama,1981
59968,Drama,2011
59968,Comedy,2011
323677,Action,2016
323677,Drama,2016
19848,Drama,1998
256274,Thriller,2014
256274,Horror,2014
235271,Drama,2014
235271,Thriller,2014
45153,Drama,1997
284293,Drama,2014
24973,Drama,1954
24973,History,1954
21610,Action,1981
21610,Crime,1981
21610,Thriller,1981
10283,Thriller,1989
10283,Horror,1989
8346,Drama,2002
8346,Comedy,2002
8346,Romance,2002
122081,Crime,2013
122081,Drama,2013
10987,Thriller,1995
10987,Horror,1995
1391,Drama,2001
1391,Romance,2001
747,Comedy,2004
747,Horror,2004
14745,Drama,2008
14745,Horror,2008
26748,Drama,1996
26748,Romance,1996
26748,Mystery,1996
11357,Thriller,1988
11357,Horror,1988
24913,Horror,1986
24913,Mystery,1986
13776,Drama,1982
13776,Comedy,1982
14854,Action,1983
14854,Crime,1983
14854,Drama,1983
14854,Thriller,1983
14854,Romance,1983
14854,Western,1983
50357,Science Fiction,2011
50357,Thriller,2011
50357,Horror,2011
13090,Drama,2008
13090,Comedy,2008
192141,Action,2015
192141,Thriller,2015
16441,Action,1982
16441,Fantasy,1982
29996,Drama,1959
29996,Romance,1959
29996,History,1959
29996,War,1959
351819,Comedy,2016
351819,Romance,2016
14834,Drama,2009
14834,Romance,2009
22649,Drama,1932
22649,Romance,1932
22649,War,1932
378200,Comedy,2016
378200,Romance,2016
20455,Fantasy,2000
20455,Family,2000
20455,Science Fiction,2000
20455,Animation,2000
13193,Drama,2004
13193,Comedy,2004
11042,Crime,2003
11042,Drama,2003
11042,Comedy,2003
10786,Action,1976
10786,Adventure,1976
10786,Drama,1976
10786,Romance,1976
12484,Action,2001
12484,Adventure,2001
12484,Thriller,2001
12484,Horror,2001
17339,Action,1978
17339,Adventure,1978
17339,Thriller,1978
17339,War,1978
11959,Comedy,1989
9900,Comedy,2006
14662,Drama,1998
14662,Comedy,1998
335,Western,1968
15745,Action,2001
15745,Thriller,2001
15745,Comedy,2001
17431,Drama,2009
17431,Science Fiction,2009
21014,Comedy,2006
78394,Documentary,2010
10217,Drama,1997
46332,Drama,2010
46332,History,2010
13996,Drama,2008
13996,Comedy,2008
3028,Science Fiction,1982
3028,Comedy,1982
3028,Horror,1982
1024,Fantasy,1994
1024,Drama,1994
343795,Drama,2015
45658,Drama,2010
45658,Comedy,2010
45658,Romance,2010
16148,Crime,1998
16148,Thriller,1998
16148,Comedy,1998
16148,Mystery,1998
4553,Drama,2004
4553,Thriller,2004
36351,Crime,1992
36351,Drama,1992
245916,Crime,2014
245916,Drama,2014
245916,Thriller,2014
245916,Mystery,2014
27585,Drama,2010
1415,Crime,2003
1415,Drama,2003
1415,Comedy,2003
313922,Crime,2016
313922,Thriller,2016
313922,Horror,2016
14474,Drama,2006
14474,Comedy,2006
14474,Romance,2006
199933,Drama,2014
199933,Science Fiction,2014
199933,Mystery,2014
13685,Crime,1996
13685,Drama,1996
13685,Comedy,1996
8744,Crime,1996
8744,Drama,1996
8744,Thriller,1996
38428,Drama,2007
38428,History,2007
38428,Foreign,2007
8847,Documentary,2008
39269,Drama,1980
46838,Comedy,2010
46838,Horror,2010
51384,Drama,2008
51384,Romance,2008
56930,Action,1947
56930,Drama,1947
56930,Romance,1947
41730,Drama,1999
41730,Comedy,1999
18442,Science Fiction,2004
18442,Thriller,2004
18442,Horror,2004
298312,Thriller,2015
298312,Horror,2015
11600,Drama,2007
11600,War,2007
71547,Thriller,2004
71547,Romance,2004
57876,Science Fiction,2015
57876,Thriller,2015
57876,Horror,2015
77495,Thriller,2011
13849,Crime,2008
13849,Thriller,2008
13849,Comedy,2008
13849,Horror,2008
14849,Fantasy,2009
14849,Drama,2009
14849,Comedy,2009
12486,Comedy,2006
12486,Documentary,2006
19615,Drama,2009
244403,Drama,2014
244403,Comedy,2014
244403,Music,2014
292481,Family,2014
292481,Animation,2014
340816,Comedy,2015
340816,Romance,2015
78814,Crime,2011
78814,Drama,2011
78814,Thriller,2011
78814,TV Movie,2011
297596,Drama,2014
297596,Thriller,2014
299552,Action,2013
299552,Thriller,2013
299552,War,2013
11935,Action,1977
11935,Drama,1977
11935,Science Fiction,1977
11935,Thriller,1977
113406,Drama,2012
113406,Comedy,2012
447027,Family,2015
290825,Fantasy,2016
290825,Thriller,2016
290825,Comedy,2016
290825,Horror,2016
361159,Action,2015
361159,Horror,2015
12555,Drama,2006
12555,Comedy,2006
31175,Drama,2009
31175,Comedy,2009
12498,Drama,1996
77949,Thriller,2011
77949,Horror,2011
1690,Horror,2005
8435,Drama,2005
8435,Comedy,2005
64720,Drama,2011
64720,Thriller,2011
49365,Thriller,1988
49365,Horror,1988
11404,Drama,2006
11404,Comedy,2006
300706,Comedy,2014
16337,Horror,1986
11577,Western,1973
77987,Crime,2013
77987,Drama,2013
77987,Thriller,2013
40185,Drama,2005
40185,Romance,2005
68202,Comedy,2011
68202,Romance,2011
8981,Family,2004
8981,Drama,2004
10914,Action,2007
10914,Drama,2007
10914,Comedy,2007
10914,Western,2007
50848,Drama,2010
50848,Comedy,2010
50848,Romance,2010
166624,Drama,2013
166624,Comedy,2013
10822,Drama,2007
10844,Drama,2006
9336,Crime,1984
9336,Comedy,1984
5689,Adventure,1980
5689,Drama,1980
5689,Romance,1980
712,Drama,1994
712,Comedy,1994
712,Romance,1994
13342,Comedy,1982
10339,Adventure,1956
10339,Drama,1956
1429,Crime,2002
1429,Drama,2002
9303,Crime,1996
9303,Drama,1996
9303,Thriller,1996
9303,Romance,1996
641,Crime,2000
641,Drama,2000
27686,Romance,1945
27686,Music,1945
65749,Drama,1998
65749,Romance,1998
65749,Foreign,1998
6106,Drama,1986
252680,Comedy,2014
141,Fantasy,2001
141,Drama,2001
141,Mystery,2001
66607,Action,2011
66607,Comedy,2011
66607,Foreign,2011
17139,Drama,1997
17139,History,1997
17139,Foreign,1997
12079,Crime,2002
12079,Drama,2002
12079,Comedy,2002
39800,Drama,2009
39800,Comedy,2009
4550,Drama,2005
4550,Thriller,2005
62116,Drama,2010
9991,Drama,2001
9991,Comedy,2001
13807,Action,2006
13807,Crime,2006
13807,Thriller,2006
68818,Action,2011
68818,Adventure,2011
68818,Western,2011
12093,Crime,2002
12093,Drama,2002
36419,Drama,2010
36419,Thriller,2010
36419,Horror,2010
36419,Mystery,2010
281730,Drama,2014
281730,Thriller,2014
281730,Comedy,2014
510,Drama,1975
362105,Comedy,2015
362105,Horror,2015
10970,Comedy,1976
375290,Action,2016
375290,Drama,2016
375290,Thriller,2016
375290,History,2016
17663,Family,1985
17663,Drama,1985
270938,Action,2014
270938,Adventure,2014
116613,Action,2012
116613,Crime,2012
116613,Drama,2012
11826,Crime,2000
11826,Drama,2000
11826,Thriller,2000
29920,Crime,2010
29920,Drama,2010
29920,Thriller,2010
1088,Family,2003
1088,Drama,2003
26379,Family,2009
26379,Drama,2009
26379,Foreign,2009
34069,Science Fiction,2009
34069,Thriller,2009
34069,Mystery,2009
10947,Family,2006
10947,Drama,2006
10947,Comedy,2006
10947,Music,2006
10947,TV Movie,2006
47452,Drama,1997
47452,Romance,1997
47452,Foreign,1997
3040,Action,2004
3040,Fantasy,2004
3040,Thriller,2004
11386,Crime,1992
11386,Drama,1992
11386,Thriller,1992
11386,Romance,1992
10246,Comedy,1981
29426,Science Fiction,2010
29426,Horror,2010
10331,Horror,1968
153,Drama,2003
703,Drama,1977
703,Comedy,1977
703,Romance,1977
27191,Action,1952
27191,Drama,1952
27191,Romance,1952
1365,Drama,2001
1365,Romance,2001
287424,Horror,2015
451,Drama,1995
451,Romance,1995
165864,Comedy,2013
165864,Horror,2013
987,Drama,1974
987,Comedy,1974
987,Romance,1974
241251,Thriller,2015
40494,Drama,1956
39781,Drama,2010
39781,Comedy,2010
8337,Action,1988
8337,Science Fiction,1988
8337,Thriller,1988
8337,Horror,1988
5925,Adventure,1963
5925,Drama,1963
5925,Thriller,1963
5925,History,1963
5925,War,1963
8357,Documentary,2004
146203,Thriller,2013
146203,Horror,2013
85350,Drama,2014
512,Comedy,2006
512,Mystery,2006
13408,Action,2001
13408,Comedy,2001
47816,Action,2000
47816,Comedy,2000
47816,Romance,2000
10744,Drama,2003
10744,Romance,2003
11536,Action,1961
11536,Drama,1961
11536,Romance,1961
9782,Drama,2006
9782,Thriller,2006
18713,Crime,1995
18713,Comedy,1995
6537,Drama,2007
6537,Thriller,2007
6537,Horror,2007
184345,Comedy,2014
184345,Horror,2014
1809,Drama,2002
1809,Comedy,2002
1809,Romance,2002
2370,Action,1969
2370,Drama,1969
2370,Thriller,1969
2370,Mystery,1969
9809,Crime,2006
9809,Comedy,2006
5,Crime,1995
5,Comedy,1995
11013,Drama,2002
11013,Comedy,2002
11013,Romance,2002
19153,Documentary,2003
10132,Drama,1988
16448,Comedy,1996
16448,Music,1996
15122,Comedy,1999
15122,Romance,1999
8141,Crime,2007
8141,Thriller,2007
8141,Comedy,2007
8141,Romance,2007
1546,Drama,2005
1546,Comedy,2005
48572,Action,2011
48572,Thriller,2011
48572,Horror,2011
14517,Fantasy,2005
89708,Drama,2011
89708,Documentary,2011
27551,Fantasy,1987
27551,Adventure,1987
64678,Drama,2011
64678,Romance,2011
309503,Drama,2015
309503,Thriller,2015
14293,Drama,2002
14293,Thriller,2002
14293,Comedy,2002
15059,Drama,1999
103328,Fantasy,2012
103328,Drama,2012
157847,Drama,2014
25719,Crime,1997
25719,Comedy,1997
25719,Romance,1997
48309,Crime,1988
48309,Drama,1988
48309,Thriller,1988
48309,Horror,1988
27723,Comedy,2000
20468,Comedy,1999
20468,Foreign,1999
242575,Drama,2013
44945,Crime,2010
44945,Drama,2010
44945,Thriller,2010
29122,Crime,2000
29122,Comedy,2000
125123,Comedy,1998
125123,Romance,1998
111190,Drama,2013
133575,Drama,1999
133575,Romance,1999
54580,Drama,2002
52015,Action,2010
52015,Drama,2010
52015,Science Fiction,2010
52015,Thriller,2010
52015,Horror,2010
34941,Drama,1997
227975,Drama,2014
60422,Drama,2011
60422,Comedy,2011
81390,Action,2011
81390,Crime,2011
81390,Adventure,2011
81390,Thriller,2011
10981,Fantasy,2003
10981,Science Fiction,2003
10981,Comedy,2003
225235,Drama,2013
14902,Drama,1972
14902,Comedy,1972
14902,History,1972
14902,Music,1972
121676,Thriller,2012
121676,Romance,2012
22301,Action,1930
22301,Drama,1930
22301,History,1930
20065,Drama,2007
20065,Comedy,2007
20065,Romance,2007
257087,Horror,2016
46420,Horror,2009
114635,Horror,2012
158150,Comedy,2012
158150,Romance,2012
158150,TV Movie,2012
251979,Adventure,2014
251979,Drama,2014
251979,Romance,2014
874,Drama,1966
874,History,1966
10774,Drama,1976
770,Drama,1939
770,Romance,1939
770,War,1939
266102,Drama,2014
29715,Western,1965
29715,War,1965
25209,Action,1950
25209,Comedy,1950
25209,Romance,1950
25209,Western,1950
25209,Music,1950
37495,Crime,2010
37495,Drama,2010
37495,Comedy,2010
29262,Drama,2005
34769,Action,2009
34769,Crime,2009
34769,Drama,2009
34769,Comedy,2009
35032,Romance,1948
35032,Music,1948
5178,Drama,2009
5178,Comedy,2009
5178,Romance,2009
8618,Drama,2006
8618,Comedy,2006
3116,Drama,1969
9427,Comedy,1997
813,Comedy,1980
352978,Action,2015
352978,Adventure,2015
352978,Thriller,2015
10634,Comedy,1995
9516,Action,1993
9516,Crime,1993
9516,Drama,1993
16288,Horror,1987
23330,Action,1970
23330,Comedy,1970
23330,Western,1970
18900,Crime,1967
18900,Drama,1967
27029,Drama,1959
26268,Action,1966
26268,Crime,1966
26268,Drama,1966
26268,Thriller,1966
26268,Mystery,1966
573,Crime,1972
573,Drama,1972
573,Thriller,1972
573,Mystery,1972
310131,Horror,2016
310131,Mystery,2016
40505,Action,1998
40505,Comedy,1998
11363,Comedy,1996
11363,Romance,1996
3033,Drama,1998
25376,Crime,2009
25376,Drama,2009
25376,Romance,2009
25376,Mystery,2009
22007,Thriller,2008
22007,Horror,2008
765,Fantasy,1987
765,Comedy,1987
765,Horror,1987
10615,Action,2001
10615,Comedy,2001
205321,Horror,2013
205321,TV Movie,2013
89540,Drama,1999
89540,Foreign,1999
46146,Fantasy,2010
46146,Horror,2010
38007,Comedy,2006
38007,Romance,2006
14256,Drama,2006
14256,Comedy,2006
540,Action,2004
370464,Action,2016
370464,Crime,2016
20055,Crime,2008
20055,Drama,2008
20055,Thriller,2008
20055,Mystery,2008
224569,Action,1999
224569,Crime,1999
224569,Thriller,1999
224569,Comedy,1999
395766,Drama,2016
39303,Thriller,2009
39303,Horror,2009
39303,Mystery,2009
142061,Action,2013
142061,Animation,2013
370662,Documentary,2015
252360,Action,2013
252360,Fantasy,2013
252360,Adventure,2013
252360,Drama,2013
256740,Action,2014
256740,Drama,2014
256740,Thriller,2014
299145,Drama,2015
241766,Crime,2014
241766,Thriller,2014
241766,Mystery,2014
12535,Comedy,1977
12535,Music,1977
1667,Family,2005
1667,Documentary,2005
50839,Drama,2011
50839,Thriller,2011
86549,Drama,2011
13973,Drama,2008
13973,Comedy,2008
244786,Drama,2014
598,Crime,2002
598,Drama,2002
11129,Drama,1999
11129,Comedy,1999
75861,Drama,2015
75861,Music,2015
13551,Crime,2006
13551,Drama,2006
13551,Thriller,2006
13551,Mystery,2006
103663,Drama,2012
850,Family,1983
850,Comedy,1983
12586,Drama,2006
12586,Romance,2006
11564,Action,1982
11564,Crime,1982
11564,Drama,1982
11564,Thriller,1982
11564,Horror,1982
301748,Comedy,2014
108346,Drama,1999
108346,Romance,1999
8841,Drama,2008
805,Drama,1968
805,Horror,1968
805,Mystery,1968
11697,Western,1962
22051,Drama,2009
22051,Romance,2009
436,Crime,2004
436,Drama,2004
436,Thriller,2004
55347,Drama,2010
55347,Comedy,2010
55347,Romance,2010
10070,Action,2005
10070,Comedy,2005
10070,Horror,2005
8469,Comedy,1978
658,Action,1964
658,Adventure,1964
658,Thriller,1964
125490,Science Fiction,2012
125490,Horror,2012
1585,Fantasy,1946
1585,Family,1946
1585,Drama,1946
627,Crime,1996
627,Drama,1996
23618,Comedy,2000
41436,Thriller,2010
41436,Horror,2010
10162,Comedy,1998
10162,Romance,1998
1430,Documentary,2002
