budget,genres,id,production_countries,release_date,revenue,runtime,title,vote_average,vote_count,main_genre
0,"[{""id"": 35, ""name"": ""Comedy""}]",19489,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/08/99,0,89,Held Up,4.9,11,Comedy
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",14629,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/22/00,0,92,Woman on Top,5.5,46,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",8293,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",3/13/92,25966555,140,Howards End,6.9,95,Drama
8000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",291270,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/30/15,5659286,90,Anomalisa,7,459,Animation
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",44009,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/05/10,18124262,129,Another Year,7,97,Comedy
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 9648, ""name"": ""Mystery""}]",1958,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",1/08/02,0,111,8 Women,6.9,196,Comedy
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13154,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/23/91,2275557,79,Showdown in Little Tokyo,5.7,95,Action
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",26618,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/25/98,0,104,Clay Pigeons,6.3,39,Comedy
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",43923,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/06/10,6491240,101,It's Kind of a Funny Story,6.9,672,Comedy
7200000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",46138,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/11/10,0,113,Made in Dagenham,6.6,94,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}]",45791,"[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/05/07,92,92,When Did You Last See Your Father?,6.9,13,Drama
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",26306,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/24/97,589304,106,Prefontaine,6.7,21,Drama
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",110683,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",4/21/83,0,98,The Wicked Lady,4.3,4,Drama
0,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 14, ""name"": ""Fantasy""}]",26963,"[{""iso_3166_1"": ""BE"", ""name"": ""Belgium""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",2/09/09,0,75,The Secret of Kells,7.3,181,Animation
8000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",198277,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/07/13,63464861,104,Begin Again,7.3,1254,Comedy
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7870,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/13/05,852872,112,Down in the Valley,5.9,63,Drama
8000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",13072,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/30/07,458232,99,Brooklyn Rules,5.8,18,Drama
0,"[{""id"": 10770, ""name"": ""TV Movie""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",153397,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",12/07/12,0,180,Restless,4.9,8,TV Movie
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 80, ""name"": ""Crime""}]",30141,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/24/03,0,109,The Singing Detective,5.9,41,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10752, ""name"": ""War""}]",17044,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",9/25/98,0,111,The Land Girls,7,3,Drama
8000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]",10288,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",9/07/06,426224,91,Fido,6.6,135,Romance
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",12183,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/03/05,0,99,The Wendell Baker Story,5.2,16,Comedy
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]",44147,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",6/17/10,3453043,98,Wild Target,6.4,215,Action
8000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",12192,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/11/08,0,95,Pathology,5.6,144,Crime
0,"[{""id"": 18, ""name"": ""Drama""}]",36597,[],1/18/09,0,142,Wuthering Heights,6.9,37,Drama
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",13197,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/19/06,143451,107,10th & Wolf,6.3,24,Action
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",10913,"[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1/22/05,0,105,Dear Wendy,5.6,33,Comedy
8000000,"[{""id"": 18, ""name"": ""Drama""}]",251321,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",2/12/14,53086,112,Aloft,5.1,41,Drama
8000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]",149,"[{""iso_3166_1"": ""JP"", ""name"": ""Japan""}]",7/16/88,553171,124,Akira,7.8,773,Science Fiction
22000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",10425,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/23/07,413454,97,The Death and Life of Bobby Z,5.8,103,Drama
8000000,"[{""id"": 18, ""name"": ""Drama""}]",49081,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",10/25/05,2019009,124,The Rocket: The Legend of Rocket Richard,6.1,17,Drama
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",256687,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/20/14,0,96,Swelter,4.6,21,Action
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",220488,"[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",9/17/13,0,114,My Lucky Star,4.3,8,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",1544,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/01/05,2455831,93,Imagine Me & You,7,177,Drama
8000000,"[{""id"": 18, ""name"": ""Drama""}]",374461,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/16/16,0,104,Mr. Church,7,129,Drama
7800000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",302,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",5/18/03,22441323,102,Swimming Pool,6.4,153,Thriller
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}]",182873,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/01/13,0,90,Green Street Hooligans: Underground,5.4,33,Action
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 878, ""name"": ""Science Fiction""}]",21512,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}]",10/19/89,882290,100,The Blood of Heroes,5.9,31,Action
8000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",389425,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/06/16,0,106,Code of Honor,4.1,16,Action
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",403,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/89,145793296,99,Driving Miss Daisy,7,350,Comedy
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",29461,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/26/97,0,114,Soul Food,6.6,19,Comedy
7500000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]",33542,"[{""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}]",1/30/95,32392047,91,Rumble in the Bronx,6.5,240,Crime
7700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",283708,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}]",8/30/14,0,110,Far from Men,6.6,43,Drama
6500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",9388,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/05/05,24793509,92,Thank You for Smoking,7.1,664,Comedy
10200000,"[{""id"": 27, ""name"": ""Horror""}]",1691,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/08/07,35619521,93,Hostel: Part II,5.6,453,Horror
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",24684,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/29/09,26096852,100,An Education,6.8,409,Drama
10284523,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",2610,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/21/05,11588205,104,Shopgirl,5.7,75,Comedy
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",11308,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/09/84,0,109,The Hotel New Hampshire,5.8,26,Comedy
6500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",11022,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/14/02,12633747,105,Narc,6.8,142,Action
7500000,"[{""id"": 35, ""name"": ""Comedy""}]",34341,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",9/20/02,4245870,102,Men with Brooms,4.5,7,Comedy
0,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",15365,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/22/08,0,97,Witless Protection,4,26,Action
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",36046,[],11/24/04,3347647,110,The Work and the Glory,6.1,7,Drama
8000000,"[{""id"": 35, ""name"": ""Comedy""}]",12569,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/03/09,10848783,92,Extract,5.7,192,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}]",24356,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",8/08/03,0,112,Masked and Anonymous,5.2,13,Drama
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 10769, ""name"": ""Foreign""}]",55903,[],9/01/01,0,103,Betty Fisher and Other Stories,7,3,Drama
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",2577,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",9/02/03,0,92,Code 46,6.2,116,Drama
7500000,"[{""id"": 35, ""name"": ""Comedy""}]",103903,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",4/27/12,0,101,Outside Bet,5.8,2,Comedy
8000000,"[{""id"": 18, ""name"": ""Drama""}]",73873,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",12/21/11,5634828,113,Albert Nobbs,6.2,132,Drama
12500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",312113,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""NG"", ""name"": ""Nigeria""}]",12/07/12,0,95,Black November,6.4,4,Drama
0,"[{""id"": 10751, ""name"": ""Family""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",14165,"[{""iso_3166_1"": ""IN"", ""name"": ""India""}]",4/27/07,0,156,Ta Ra Rum Pum,6,13,Family
7300000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 18, ""name"": ""Drama""}]",2011,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/23/07,0,95,Persepolis,7.7,450,Animation
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}]",45650,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/09/09,0,92,The Hole,5.6,244,Thriller
7500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",7735,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",3/11/08,19000000,107,The Wave,7.5,841,Drama
7000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",301365,"[{""iso_3166_1"": ""DK"", ""name"": ""Denmark""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/08/16,1333124,117,The Neon Demon,6.4,887,Thriller
7300000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}]",25941,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",11/11/09,10329747,103,Harry Brown,6.7,348,Thriller
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",29064,[],10/15/99,2400000,100,The Omega Code,4.4,17,Horror
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",7326,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/05/07,231411584,96,Juno,7,2244,Comedy
7500000,"[{""id"": 28, ""name"": ""Action""}]",326284,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",5/07/15,0,104,Pound of Flesh,5.5,63,Action
7200000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",681,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/13/71,116019547,120,Diamonds Are Forever,6.3,553,Adventure
6000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",238,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/14/72,245066411,175,The Godfather,8.4,5893,Drama
4000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",535,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/14/83,92921203,95,Flashdance,6.1,302,Drama
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",19913,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/17/09,60722734,95,(500) Days of Summer,7.2,2904,Comedy
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",713,"[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",5/19/93,116700000,121,The Piano,7.1,281,Drama
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",77930,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/28/12,167221571,110,Magic Mike,6.1,1040,Drama
0,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",10727,"[{""iso_3166_1"": ""AU"", ""name"": ""Australia""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/24/03,0,86,Darkness Falls,4.9,161,Thriller
7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",253,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7/05/73,161777836,121,Live and Let Die,6.4,533,Adventure
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",17908,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/14/00,0,95,My Dog Skip,6.5,69,Comedy
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",8390,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/08/08,55447968,112,"Definitely, Maybe",6.7,620,Comedy
6600000,"[{""id"": 35, ""name"": ""Comedy""}]",57119,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/06/11,37710610,112,Jumping the Broom,6,56,Comedy
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",3291,"[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""JP"", ""name"": ""Japan""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/16/05,54600000,93,"Good Night, and Good Luck.",6.8,273,Drama
7000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",398,"[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/30/05,49084830,114,Capote,6.8,384,Crime
7000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",8068,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/25/95,25405445,104,Desperado,6.8,881,Thriller
9000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 878, ""name"": ""Science Fiction""}]",10803,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/23/76,25000000,119,Logan's Run,6.6,269,Adventure
7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",682,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",12/01/74,97572000,125,The Man with the Golden Gun,6.3,524,Adventure
7000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",10117,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2/12/88,20256975,96,Action Jackson,4.9,50,Action
0,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 27, ""name"": ""Horror""}]",9392,"[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",7/08/05,0,99,The Descent,6.8,1005,Adventure
0,"[{""id"": 99, ""name"": ""Documentary""}]",24977,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",5/05/00,21268532,46,Michael Jordan to the Max,7.5,10,Documentary
7000000,"[{""id"": 27, ""name"": ""Horror""}]",79316,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/08/14,36433975,89,Devil's Due,4.4,216,Horror
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",2074,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",3/22/96,14702438,92,Flirting with Disaster,6.3,66,Comedy
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",1696,"[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",7/22/05,0,107,The Devil's Rejects,6.6,322,Drama
700000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",308639,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/19/15,17986781,103,Dope,7.2,691,Crime
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",22314,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/25/99,14011454,97,In Too Deep,6.2,17,Drama
7000000,"[{""id"": 27, ""name"": ""Horror""}]",2662,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",4/11/03,16829545,89,House of 1000 Corpses,6,306,Horror
0,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",77156,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/22/78,0,90,Alien Zone,4,3,Horror
7000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",12573,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}]",10/02/09,31430334,105,A Serious Man,6.6,483,Comedy
7500000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",44718,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1/22/10,0,103,Get Low,6.5,100,Comedy
7000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 27, ""name"": ""Horror""}]",11342,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",6/01/89,0,103,Warlock,5.8,95,Adventure
7000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",241771,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",9/10/14,14618727,116,Beyond the Lights,7,139,Romance
7000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",34653,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/19/09,0,101,A Single Man,7.3,463,Drama
7000000,"[{""id"": 18, ""name"": ""Drama""}]",11051,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",8/12/88,8373585,164,The Last Temptation of Christ,7,201,Drama
7000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",14578,"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",8/16/99,7292175,96,Outside Providence,5.6,30,Romance
